"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 23, 2017","620.00","620.00","620.00","620.00","-","-0.16%"
"Aug 22, 2017","621.00","621.00","621.00","621.00","-","-0.16%"
"Aug 21, 2017","622.00","622.00","622.00","622.00","-","0.16%"
"Aug 18, 2017","621.00","621.00","621.00","621.00","-","0.49%"
"Aug 17, 2017","618.00","618.00","618.00","618.00","-","-0.32%"
"Aug 16, 2017","620.00","620.00","620.00","620.00","-","0.49%"
"Aug 15, 2017","617.00","617.00","617.00","617.00","-","-0.16%"
"Aug 14, 2017","618.00","618.00","618.00","618.00","-","-0.48%"
"Aug 11, 2017","621.00","621.00","621.00","621.00","-","0.16%"
"Aug 10, 2017","620.00","620.00","620.00","620.00","-","0.32%"
"Aug 09, 2017","618.00","618.00","618.00","618.00","-","0.32%"
"Aug 08, 2017","616.00","616.00","616.00","616.00","-","0.33%"
"Aug 07, 2017","614.00","614.00","614.00","614.00","-","-0.81%"
"Aug 04, 2017","619.00","619.00","619.00","619.00","-","-1.43%"
"Aug 03, 2017","628.00","628.00","628.00","628.00","-","-0.63%"
"Aug 02, 2017","632.00","632.00","632.00","632.00","-","0.00%"
"Aug 01, 2017","632.00","632.00","632.00","632.00","-","-1.10%"
"Jul 31, 2017","639.00","639.00","639.00","639.00","-","-0.16%"
"Jul 28, 2017","640.00","640.00","640.00","640.00","-","-0.62%"
"Jul 27, 2017","644.00","644.00","644.00","644.00","-","-0.46%"
"Jul 26, 2017","647.00","647.00","647.00","647.00","-","0.15%"
"Jul 25, 2017","646.00","646.00","646.00","646.00","-","-0.46%"
"Jul 24, 2017","649.00","649.00","649.00","649.00","-","-0.92%"
"Jul 21, 2017","655.00","655.00","655.00","655.00","-","0.92%"
"Jul 20, 2017","649.00","649.00","649.00","649.00","-","1.09%"
"Jul 19, 2017","642.00","642.00","642.00","642.00","-","-0.16%"
"Jul 18, 2017","643.00","643.00","643.00","643.00","-","-0.77%"
"Jul 17, 2017","648.00","648.00","648.00","648.00","-","0.62%"
"Jul 14, 2017","644.00","644.00","644.00","644.00","-","0.00%"
"Jul 13, 2017","644.00","644.00","644.00","644.00","-","-0.46%"
"Jul 12, 2017","647.00","647.00","647.00","647.00","-","-0.61%"
"Jul 11, 2017","651.00","651.00","651.00","651.00","-","0.00%"
"Jul 10, 2017","651.00","651.00","651.00","651.00","-","0.31%"
"Jul 07, 2017","649.00","649.00","649.00","649.00","-","0.31%"
"Jul 06, 2017","647.00","647.00","647.00","647.00","-","-1.37%"
"Jul 05, 2017","656.00","656.00","656.00","656.00","-","0.00%"
"Jul 04, 2017","656.00","656.00","656.00","656.00","-","-0.46%"
"Jul 03, 2017","659.00","659.00","659.00","659.00","-","-0.60%"
"Jun 30, 2017","663.00","663.00","663.00","663.00","-","-0.75%"
"Jun 29, 2017","668.00","668.00","668.00","668.00","-","-0.30%"
"Jun 28, 2017","670.00","670.00","670.00","670.00","-","-0.15%"
"Jun 27, 2017","671.00","671.00","671.00","671.00","-","-1.47%"
"Jun 26, 2017","681.00","681.00","681.00","681.00","-","-0.29%"
"Jun 23, 2017","683.00","683.00","683.00","683.00","-","-0.44%"
"Jun 22, 2017","686.00","686.00","686.00","686.00","-","-0.29%"
"Jun 21, 2017","688.00","688.00","688.00","688.00","-","-0.29%"
"Jun 20, 2017","690.00","690.00","690.00","690.00","-","-1.29%"
"Jun 19, 2017","699.00","699.00","699.00","699.00","-","-0.43%"
"Jun 16, 2017","702.00","702.00","702.00","702.00","-","-0.28%"
"Jun 15, 2017","704.00","704.00","704.00","704.00","-","-0.14%"
"Jun 14, 2017","705.00","705.00","705.00","705.00","-","0.86%"
"Jun 13, 2017","699.00","699.00","699.00","699.00","-","-0.14%"
"Jun 12, 2017","700.00","700.00","700.00","700.00","-","-0.28%"
"Jun 09, 2017","702.00","702.00","702.00","702.00","-","-0.43%"
"Jun 08, 2017","705.00","705.00","705.00","705.00","-","-0.42%"
"Jun 07, 2017","708.00","708.00","708.00","708.00","-","-1.39%"
"Jun 06, 2017","718.00","718.00","718.00","718.00","-","-2.05%"
"Jun 05, 2017","733.00","733.00","733.00","733.00","-","-1.21%"
"Jun 02, 2017","742.00","742.00","742.00","742.00","-","-1.85%"
"Jun 01, 2017","756.00","756.00","756.00","756.00","-","-1.56%"
"May 31, 2017","768.00","768.00","768.00","768.00","-","-2.17%"
"May 30, 2017","785.00","785.00","785.00","785.00","-","-2.73%"
"May 26, 2017","807.00","807.00","807.00","807.00","-","-0.86%"
"May 25, 2017","814.00","814.00","814.00","814.00","-","-1.33%"
"May 24, 2017","825.00","825.00","825.00","825.00","-","0.49%"
"May 23, 2017","821.00","821.00","821.00","821.00","-","2.75%"
"May 22, 2017","799.00","799.00","799.00","799.00","-","1.78%"
"May 19, 2017","785.00","785.00","785.00","785.00","-","2.61%"
"May 18, 2017","765.00","765.00","765.00","765.00","-","1.06%"
"May 17, 2017","757.00","757.00","757.00","757.00","-","2.71%"
"May 16, 2017","737.00","737.00","737.00","737.00","-","-0.67%"
"May 15, 2017","742.00","742.00","742.00","742.00","-","0.13%"
"May 12, 2017","741.00","741.00","741.00","741.00","-","-0.94%"
"May 11, 2017","748.00","748.00","748.00","748.00","-","-1.97%"
"May 10, 2017","763.00","763.00","763.00","763.00","-","-1.17%"
"May 09, 2017","772.00","772.00","772.00","772.00","-","-0.39%"
"May 08, 2017","775.00","775.00","775.00","775.00","-","0.13%"
"May 05, 2017","774.00","774.00","774.00","774.00","-","0.78%"
"May 04, 2017","768.00","768.00","768.00","768.00","-","0.13%"
"May 03, 2017","767.00","767.00","767.00","767.00","-","-1.41%"
"May 02, 2017","778.00","778.00","778.00","778.00","-","-0.89%"
"Apr 28, 2017","785.00","785.00","785.00","785.00","-","-0.13%"
"Apr 27, 2017","786.00","786.00","786.00","786.00","-","-1.38%"
"Apr 26, 2017","797.00","797.00","797.00","797.00","-","-0.62%"
"Apr 25, 2017","802.00","802.00","802.00","802.00","-","-1.23%"
"Apr 24, 2017","812.00","812.00","812.00","812.00","-","0.00%"
"Apr 21, 2017","812.00","812.00","812.00","812.00","-","-0.85%"
"Apr 20, 2017","819.00","819.00","819.00","819.00","-","0.00%"
"Apr 19, 2017","819.00","819.00","819.00","819.00","-","0.61%"
"Apr 18, 2017","814.00","814.00","814.00","814.00","-","1.75%"
"Apr 13, 2017","800.00","800.00","800.00","800.00","-","1.27%"
"Apr 12, 2017","790.00","790.00","790.00","790.00","-","1.80%"
"Apr 11, 2017","776.00","776.00","776.00","776.00","-","0.00%"
"Apr 10, 2017","776.00","776.00","776.00","776.00","-","0.13%"
"Apr 07, 2017","775.00","775.00","775.00","775.00","-","-0.26%"
"Apr 06, 2017","777.00","777.00","777.00","777.00","-","0.52%"
"Apr 05, 2017","773.00","773.00","773.00","773.00","-","-0.64%"
"Apr 04, 2017","778.00","778.00","778.00","778.00","-","-0.38%"
"Apr 03, 2017","781.00","781.00","781.00","781.00","-","-1.14%"
"Mar 31, 2017","790.00","790.00","790.00","790.00","-","-0.50%"
"Mar 30, 2017","794.00","794.00","794.00","794.00","-","-0.75%"
"Mar 29, 2017","800.00","800.00","800.00","800.00","-","-0.25%"
"Mar 28, 2017","802.00","802.00","802.00","802.00","-","0.38%"
"Mar 27, 2017","799.00","799.00","799.00","799.00","-","-0.62%"
"Mar 24, 2017","804.00","804.00","804.00","804.00","-","-0.99%"
"Mar 23, 2017","812.00","812.00","812.00","812.00","-","-0.49%"
"Mar 22, 2017","816.00","816.00","816.00","816.00","-","-1.21%"
"Mar 21, 2017","826.00","826.00","826.00","826.00","-","0.24%"
"Mar 20, 2017","824.00","824.00","824.00","824.00","-","0.00%"
"Mar 17, 2017","824.00","824.00","824.00","824.00","-","-0.96%"
"Mar 16, 2017","832.00","832.00","832.00","832.00","-","-0.36%"
"Mar 15, 2017","835.00","835.00","835.00","835.00","-","-1.42%"
"Mar 14, 2017","847.00","847.00","847.00","847.00","-","-0.35%"
"Mar 13, 2017","850.00","850.00","850.00","850.00","-","0.00%"
"Mar 10, 2017","850.00","850.00","850.00","850.00","-","-1.39%"
"Mar 09, 2017","862.00","862.00","862.00","862.00","-","0.35%"
"Mar 08, 2017","859.00","859.00","859.00","859.00","-","2.38%"
"Mar 07, 2017","839.00","839.00","839.00","839.00","-","0.12%"
"Mar 06, 2017","838.00","838.00","838.00","838.00","-","-0.36%"
"Mar 03, 2017","841.00","841.00","841.00","841.00","-","0.48%"
"Mar 02, 2017","837.00","837.00","837.00","837.00","-","0.72%"
"Mar 01, 2017","831.00","831.00","831.00","831.00","-","-0.48%"
"Feb 28, 2017","835.00","835.00","835.00","835.00","-","-1.42%"
"Feb 27, 2017","847.00","847.00","847.00","847.00","-","-1.17%"
"Feb 24, 2017","857.00","857.00","857.00","857.00","-","0.12%"
"Feb 23, 2017","856.00","856.00","856.00","856.00","-","0.47%"
"Feb 22, 2017","852.00","852.00","852.00","852.00","-","-0.58%"
"Feb 21, 2017","857.00","857.00","857.00","857.00","-","-0.23%"
"Feb 20, 2017","859.00","859.00","859.00","859.00","-","-0.46%"
"Feb 17, 2017","863.00","863.00","863.00","863.00","-","-0.69%"
"Feb 16, 2017","869.00","869.00","869.00","869.00","-","2.24%"
"Feb 15, 2017","850.00","850.00","850.00","850.00","-","-1.39%"
"Feb 14, 2017","862.00","862.00","862.00","862.00","-","1.29%"
"Feb 13, 2017","851.00","851.00","851.00","851.00","-","0.47%"
"Feb 10, 2017","847.00","847.00","847.00","847.00","-","0.12%"
"Feb 09, 2017","846.00","846.00","846.00","846.00","-","0.48%"
"Feb 08, 2017","842.00","842.00","842.00","842.00","-","-0.47%"
"Feb 07, 2017","846.00","846.00","846.00","846.00","-","-1.17%"
"Feb 06, 2017","856.00","856.00","856.00","856.00","-","-0.23%"
"Feb 03, 2017","858.00","858.00","858.00","858.00","-","-0.69%"
"Feb 02, 2017","864.00","864.00","864.00","864.00","-","-1.48%"
"Feb 01, 2017","877.00","877.00","877.00","877.00","-","-2.66%"
"Jan 31, 2017","901.00","901.00","901.00","901.00","-","-3.12%"
"Jan 30, 2017","930.00","930.00","930.00","930.00","-","-1.69%"
"Jan 27, 2017","946.00","946.00","946.00","946.00","-","-1.97%"
"Jan 26, 2017","965.00","965.00","965.00","965.00","-","-1.23%"
"Jan 25, 2017","977.00","977.00","977.00","977.00","-","-1.01%"
"Jan 24, 2017","987.00","987.00","987.00","987.00","-","-0.80%"
"Jan 23, 2017","995.00","995.00","995.00","995.00","-","-0.20%"
"Jan 20, 2017","997.00","997.00","997.00","997.00","-","-0.50%"
"Jan 19, 2017","1,002.00","1,002.00","1,002.00","1,002.00","-","-0.40%"
"Jan 18, 2017","1,006.00","1,006.00","1,006.00","1,006.00","-","0.50%"
"Jan 17, 2017","1,001.00","1,001.00","1,001.00","1,001.00","-","-1.67%"
"Jan 16, 2017","1,018.00","1,018.00","1,018.00","1,018.00","-","-0.88%"
"Jan 13, 2017","1,027.00","1,027.00","1,027.00","1,027.00","-","0.29%"
"Jan 12, 2017","1,024.00","1,024.00","1,024.00","1,024.00","-","0.59%"
"Jan 11, 2017","1,018.00","1,018.00","1,018.00","1,018.00","-","0.10%"
"Jan 10, 2017","1,017.00","1,017.00","1,017.00","1,017.00","-","0.39%"
"Jan 09, 2017","1,013.00","1,013.00","1,013.00","1,013.00","-","-1.27%"
"Jan 06, 2017","1,026.00","1,026.00","1,026.00","1,026.00","-","0.20%"
"Jan 05, 2017","1,024.00","1,024.00","1,024.00","1,024.00","-","-2.75%"
"Jan 04, 2017","1,053.00","1,053.00","1,053.00","1,053.00","-","-3.22%"
"Jan 03, 2017","1,088.00","1,088.00","1,088.00","1,088.00","-","18.39%"
"Dec 23, 2016","919.00","919.00","919.00","919.00","-","-1.82%"
"Dec 22, 2016","936.00","936.00","936.00","936.00","-","-0.95%"
"Dec 21, 2016","945.00","945.00","945.00","945.00","-","2.72%"
"Dec 20, 2016","920.00","920.00","920.00","920.00","-","1.10%"
"Dec 19, 2016","910.00","910.00","910.00","910.00","-","-0.11%"
"Dec 16, 2016","911.00","911.00","911.00","911.00","-","0.22%"
"Dec 15, 2016","909.00","909.00","909.00","909.00","-","1.56%"
"Dec 14, 2016","895.00","895.00","895.00","895.00","-","0.67%"
"Dec 13, 2016","889.00","889.00","889.00","889.00","-","0.23%"
"Dec 12, 2016","887.00","887.00","887.00","887.00","-","-1.77%"
"Dec 09, 2016","903.00","903.00","903.00","903.00","-","1.57%"
"Dec 08, 2016","889.00","889.00","889.00","889.00","-","2.42%"
"Dec 07, 2016","868.00","868.00","868.00","868.00","-","0.58%"
"Dec 06, 2016","863.00","863.00","863.00","863.00","-","-2.71%"
"Dec 05, 2016","887.00","887.00","887.00","887.00","-","-0.22%"
"Dec 02, 2016","889.00","889.00","889.00","889.00","-","1.25%"
"Dec 01, 2016","878.00","878.00","878.00","878.00","-","-1.46%"
"Nov 30, 2016","891.00","891.00","891.00","891.00","-","-0.45%"
"Nov 29, 2016","895.00","895.00","895.00","895.00","-","-0.11%"
"Nov 28, 2016","896.00","896.00","896.00","896.00","-","0.45%"
"Nov 25, 2016","892.00","892.00","892.00","892.00","-","0.68%"
"Nov 24, 2016","886.00","886.00","886.00","886.00","-","1.84%"
"Nov 23, 2016","870.00","870.00","870.00","870.00","-","0.93%"
"Nov 22, 2016","862.00","862.00","862.00","862.00","-","3.36%"
"Nov 21, 2016","834.00","834.00","834.00","834.00","-","0.72%"
"Nov 18, 2016","828.00","828.00","828.00","828.00","-","-0.36%"
"Nov 17, 2016","831.00","831.00","831.00","831.00","-","5.73%"
"Nov 16, 2016","786.00","786.00","786.00","786.00","-","6.22%"
"Nov 15, 2016","740.00","740.00","740.00","740.00","-","0.00%"
"Nov 14, 2016","740.00","740.00","740.00","740.00","-","-1.33%"
"Nov 11, 2016","750.00","750.00","750.00","750.00","-","0.81%"
"Nov 10, 2016","744.00","744.00","744.00","744.00","-","9.09%"
"Nov 09, 2016","682.00","682.00","682.00","682.00","-","3.18%"
"Nov 08, 2016","661.00","661.00","661.00","661.00","-","0.30%"
"Nov 07, 2016","659.00","659.00","659.00","659.00","-","-0.90%"
"Nov 04, 2016","665.00","665.00","665.00","665.00","-","-0.30%"
"Nov 03, 2016","667.00","667.00","667.00","667.00","-","-0.45%"
"Nov 02, 2016","670.00","670.00","670.00","670.00","-","2.29%"
"Nov 01, 2016","655.00","655.00","655.00","655.00","-","-0.15%"
"Oct 31, 2016","656.00","656.00","656.00","656.00","-","-0.61%"
"Oct 28, 2016","660.00","660.00","660.00","660.00","-","0.46%"
"Oct 27, 2016","657.00","657.00","657.00","657.00","-","-0.15%"
"Oct 26, 2016","658.00","658.00","658.00","658.00","-","-1.35%"
"Oct 25, 2016","667.00","667.00","667.00","667.00","-","-1.91%"
"Oct 24, 2016","680.00","680.00","680.00","680.00","-","-1.59%"
"Oct 21, 2016","691.00","691.00","691.00","691.00","-","-0.14%"
"Oct 20, 2016","692.00","692.00","692.00","692.00","-","0.87%"
"Oct 19, 2016","686.00","686.00","686.00","686.00","-","0.73%"
"Oct 18, 2016","681.00","681.00","681.00","681.00","-","1.04%"
"Oct 17, 2016","674.00","674.00","674.00","674.00","-","0.15%"
"Oct 14, 2016","673.00","673.00","673.00","673.00","-","2.44%"
"Oct 13, 2016","657.00","657.00","657.00","657.00","-","2.50%"
"Oct 12, 2016","641.00","641.00","641.00","641.00","-","1.26%"
"Oct 11, 2016","633.00","633.00","633.00","633.00","-","1.12%"
"Oct 10, 2016","626.00","626.00","626.00","626.00","-","0.81%"
"Oct 07, 2016","621.00","621.00","621.00","621.00","-","0.32%"
"Oct 06, 2016","619.00","619.00","619.00","619.00","-","0.98%"
"Oct 05, 2016","613.00","613.00","613.00","613.00","-","-0.49%"
"Oct 04, 2016","616.00","616.00","616.00","616.00","-","-0.96%"
"Oct 03, 2016","622.00","622.00","622.00","622.00","-","-0.48%"
"Sep 30, 2016","625.00","625.00","625.00","625.00","-","-2.04%"
"Sep 29, 2016","638.00","638.00","638.00","638.00","-","-0.93%"
"Sep 28, 2016","644.00","644.00","644.00","644.00","-","0.94%"
"Sep 27, 2016","638.00","638.00","638.00","638.00","-","3.24%"
"Sep 26, 2016","618.00","618.00","618.00","618.00","-","1.15%"
"Sep 23, 2016","611.00","611.00","611.00","611.00","-","0.83%"
"Sep 22, 2016","606.00","606.00","606.00","606.00","-","0.66%"
"Sep 21, 2016","602.00","602.00","602.00","602.00","-","2.38%"
"Sep 20, 2016","588.00","588.00","588.00","588.00","-","3.89%"
"Sep 19, 2016","566.00","566.00","566.00","566.00","-","0.89%"
"Sep 16, 2016","561.00","561.00","561.00","561.00","-","1.08%"
"Sep 15, 2016","555.00","555.00","555.00","555.00","-","1.09%"
"Sep 14, 2016","549.00","549.00","549.00","549.00","-","0.18%"
"Sep 13, 2016","548.00","548.00","548.00","548.00","-","0.92%"
"Sep 12, 2016","543.00","543.00","543.00","543.00","-","0.18%"
"Sep 09, 2016","542.00","542.00","542.00","542.00","-","1.12%"
"Sep 08, 2016","536.00","536.00","536.00","536.00","-","-0.19%"
"Sep 07, 2016","537.00","537.00","537.00","537.00","-","1.70%"
"Sep 06, 2016","528.00","528.00","528.00","528.00","-","2.13%"
"Sep 05, 2016","517.00","517.00","517.00","517.00","-","0.19%"
"Sep 02, 2016","516.00","516.00","516.00","516.00","-","0.39%"
"Sep 01, 2016","514.00","514.00","514.00","514.00","-","-0.19%"
"Aug 31, 2016","515.00","515.00","515.00","515.00","-","0.98%"
"Aug 30, 2016","510.00","510.00","510.00","510.00","-","-0.97%"
"Aug 26, 2016","515.00","515.00","515.00","515.00","-","0.00%"
"Aug 25, 2016","515.00","515.00","515.00","515.00","-","0.59%"
"Aug 24, 2016","512.00","512.00","512.00","512.00","-","1.39%"
"Aug 23, 2016","505.00","505.00","505.00","505.00","-","-0.20%"
"Aug 22, 2016","506.00","506.00","506.00","506.00","-","0.40%"
"Aug 19, 2016","504.00","504.00","504.00","504.00","-","0.60%"
"Aug 18, 2016","501.00","501.00","501.00","501.00","-","0.20%"
"Aug 17, 2016","500.00","500.00","500.00","500.00","-","0.60%"
"Aug 16, 2016","497.00","497.00","497.00","497.00","-","0.00%"
"Aug 15, 2016","497.00","497.00","497.00","497.00","-","0.20%"
"Aug 12, 2016","496.00","496.00","496.00","496.00","-","-0.20%"
"Aug 11, 2016","497.00","497.00","497.00","497.00","-","-0.60%"
"Aug 10, 2016","500.00","500.00","500.00","500.00","-","-0.79%"
"Aug 09, 2016","504.00","504.00","504.00","504.00","-","-0.20%"
"Aug 08, 2016","505.00","505.00","505.00","505.00","-","-0.79%"
"Aug 05, 2016","509.00","509.00","509.00","509.00","-","0.00%"
"Aug 04, 2016","509.00","509.00","509.00","509.00","-","-1.17%"
"Aug 03, 2016","515.00","515.00","515.00","515.00","-","-1.53%"
"Aug 02, 2016","523.00","523.00","523.00","523.00","-","-1.69%"
"Aug 01, 2016","532.00","532.00","532.00","532.00","-","-1.66%"
"Jul 29, 2016","541.00","541.00","541.00","541.00","-","-1.64%"
"Jul 28, 2016","550.00","550.00","550.00","550.00","-","-1.61%"
"Jul 27, 2016","559.00","559.00","559.00","559.00","-","-1.41%"
"Jul 26, 2016","567.00","567.00","567.00","567.00","-","-2.07%"
"Jul 25, 2016","579.00","579.00","579.00","579.00","-","-0.52%"
"Jul 22, 2016","582.00","582.00","582.00","582.00","-","-1.19%"
"Jul 21, 2016","589.00","589.00","589.00","589.00","-","-0.51%"
"Jul 20, 2016","592.00","592.00","592.00","592.00","-","-1.17%"
"Jul 19, 2016","599.00","599.00","599.00","599.00","-","-0.83%"
"Jul 18, 2016","604.00","604.00","604.00","604.00","-","-1.31%"
"Jul 15, 2016","612.00","612.00","612.00","612.00","-","-1.29%"
"Jul 14, 2016","620.00","620.00","620.00","620.00","-","-1.27%"
"Jul 13, 2016","628.00","628.00","628.00","628.00","-","-1.72%"
"Jul 12, 2016","639.00","639.00","639.00","639.00","-","-2.29%"
"Jul 11, 2016","654.00","654.00","654.00","654.00","-","-1.80%"
"Jul 08, 2016","666.00","666.00","666.00","666.00","-","-0.45%"
"Jul 07, 2016","669.00","669.00","669.00","669.00","-","-0.45%"
"Jul 06, 2016","672.00","672.00","672.00","672.00","-","-0.15%"
"Jul 05, 2016","673.00","673.00","673.00","673.00","-","-0.88%"
"Jul 04, 2016","679.00","679.00","679.00","679.00","-","-1.02%"
"Jul 01, 2016","686.00","686.00","686.00","686.00","-","-0.72%"
"Jun 30, 2016","691.00","691.00","691.00","691.00","-","-0.43%"
"Jun 29, 2016","694.00","694.00","694.00","694.00","-","-0.14%"
"Jun 28, 2016","695.00","695.00","695.00","695.00","-","-1.14%"
"Jun 27, 2016","703.00","703.00","703.00","703.00","-","-1.54%"
"Jun 24, 2016","714.00","714.00","714.00","714.00","-","0.14%"
"Jun 23, 2016","713.00","713.00","713.00","713.00","-","0.42%"
"Jun 22, 2016","710.00","710.00","710.00","710.00","-","0.71%"
"Jun 21, 2016","705.00","705.00","705.00","705.00","-","-0.84%"
"Jun 20, 2016","711.00","711.00","711.00","711.00","-","-0.97%"
"Jun 17, 2016","718.00","718.00","718.00","718.00","-","0.56%"
"Jun 16, 2016","714.00","714.00","714.00","714.00","-","0.28%"
"Jun 15, 2016","712.00","712.00","712.00","712.00","-","0.99%"
"Jun 14, 2016","705.00","705.00","705.00","705.00","-","-1.12%"
"Jun 13, 2016","713.00","713.00","713.00","713.00","-","-2.33%"
"Jun 10, 2016","730.00","730.00","730.00","730.00","-","-0.82%"
"Jun 09, 2016","736.00","736.00","736.00","736.00","-","-0.67%"
"Jun 08, 2016","741.00","741.00","741.00","741.00","-","0.27%"
"Jun 07, 2016","739.00","739.00","739.00","739.00","-","-1.99%"
"Jun 06, 2016","754.00","754.00","754.00","754.00","-","-0.66%"
"Jun 03, 2016","759.00","759.00","759.00","759.00","-","-0.78%"
"Jun 02, 2016","765.00","765.00","765.00","765.00","-","0.39%"
"Jun 01, 2016","762.00","762.00","762.00","762.00","-","1.20%"
"May 31, 2016","753.00","753.00","753.00","753.00","-","2.45%"
"May 27, 2016","735.00","735.00","735.00","735.00","-","0.96%"
"May 26, 2016","728.00","728.00","728.00","728.00","-","0.69%"
"May 25, 2016","723.00","723.00","723.00","723.00","-","0.98%"
"May 24, 2016","716.00","716.00","716.00","716.00","-","-2.05%"
"May 23, 2016","731.00","731.00","731.00","731.00","-","-1.75%"
"May 20, 2016","744.00","744.00","744.00","744.00","-","-0.40%"
"May 19, 2016","747.00","747.00","747.00","747.00","-","0.95%"
"May 18, 2016","740.00","740.00","740.00","740.00","-","0.54%"
"May 17, 2016","736.00","736.00","736.00","736.00","-","0.27%"
"May 16, 2016","734.00","734.00","734.00","734.00","-","0.27%"
"May 13, 2016","732.00","732.00","732.00","732.00","-","0.00%"
"May 12, 2016","732.00","732.00","732.00","732.00","-","-0.41%"
"May 11, 2016","735.00","735.00","735.00","735.00","-","0.00%"
"May 10, 2016","735.00","735.00","735.00","735.00","-","2.80%"
"May 09, 2016","715.00","715.00","715.00","715.00","-","0.00%"
"May 06, 2016","715.00","715.00","715.00","715.00","-","0.28%"
"May 05, 2016","713.00","713.00","713.00","713.00","-","-0.42%"
"May 04, 2016","716.00","716.00","716.00","716.00","-","-0.14%"
"May 03, 2016","717.00","717.00","717.00","717.00","-","-1.78%"
"Apr 29, 2016","730.00","730.00","730.00","730.00","-","-1.35%"
"Apr 28, 2016","740.00","740.00","740.00","740.00","-","-1.20%"
"Apr 27, 2016","749.00","749.00","749.00","749.00","-","-3.23%"
"Apr 26, 2016","774.00","774.00","774.00","774.00","-","-0.51%"
"Apr 25, 2016","778.00","778.00","778.00","778.00","-","0.39%"
"Apr 22, 2016","775.00","775.00","775.00","775.00","-","0.65%"
"Apr 21, 2016","770.00","770.00","770.00","770.00","-","-0.90%"
"Apr 20, 2016","777.00","777.00","777.00","777.00","-","-1.27%"
"Apr 19, 2016","787.00","787.00","787.00","787.00","-","-0.38%"
"Apr 18, 2016","790.00","790.00","790.00","790.00","-","-0.38%"
"Apr 15, 2016","793.00","793.00","793.00","793.00","-","0.63%"
"Apr 14, 2016","788.00","788.00","788.00","788.00","-","0.77%"
"Apr 13, 2016","782.00","782.00","782.00","782.00","-","2.36%"
"Apr 12, 2016","764.00","764.00","764.00","764.00","-","1.19%"
"Apr 11, 2016","755.00","755.00","755.00","755.00","-","0.40%"
"Apr 08, 2016","752.00","752.00","752.00","752.00","-","0.00%"
"Apr 07, 2016","752.00","752.00","752.00","752.00","-","-2.84%"
"Apr 06, 2016","774.00","774.00","774.00","774.00","-","-1.53%"
"Apr 05, 2016","786.00","786.00","786.00","786.00","-","-2.72%"
"Apr 04, 2016","808.00","808.00","808.00","808.00","-","-3.00%"
"Apr 01, 2016","833.00","833.00","833.00","833.00","-","-0.83%"
"Mar 31, 2016","840.00","840.00","840.00","840.00","-","0.36%"
"Mar 30, 2016","837.00","837.00","837.00","837.00","-","2.32%"
"Mar 29, 2016","818.00","818.00","818.00","818.00","-","1.11%"
"Mar 24, 2016","809.00","809.00","809.00","809.00","-","0.75%"
"Mar 23, 2016","803.00","803.00","803.00","803.00","-","-1.95%"
"Mar 22, 2016","819.00","819.00","819.00","819.00","-","-3.42%"
"Mar 21, 2016","848.00","848.00","848.00","848.00","-","-2.08%"
"Mar 18, 2016","866.00","866.00","866.00","866.00","-","-0.69%"
"Mar 17, 2016","872.00","872.00","872.00","872.00","-","0.81%"
"Mar 16, 2016","865.00","865.00","865.00","865.00","-","-0.57%"
"Mar 15, 2016","870.00","870.00","870.00","870.00","-","1.05%"
"Mar 14, 2016","861.00","861.00","861.00","861.00","-","3.36%"
"Mar 11, 2016","833.00","833.00","833.00","833.00","-","4.91%"
"Mar 10, 2016","794.00","794.00","794.00","794.00","-","2.98%"
"Mar 09, 2016","771.00","771.00","771.00","771.00","-","1.98%"
"Mar 08, 2016","756.00","756.00","756.00","756.00","-","2.44%"
"Mar 07, 2016","738.00","738.00","738.00","738.00","-","2.50%"
"Mar 04, 2016","720.00","720.00","720.00","720.00","-","0.70%"
"Mar 03, 2016","715.00","715.00","715.00","715.00","-","-0.28%"
"Mar 02, 2016","717.00","717.00","717.00","717.00","-","-0.69%"
"Mar 01, 2016","722.00","722.00","722.00","722.00","-","-1.10%"
"Feb 29, 2016","730.00","730.00","730.00","730.00","-","-1.35%"
"Feb 26, 2016","740.00","740.00","740.00","740.00","-","-1.46%"
"Feb 25, 2016","751.00","751.00","751.00","751.00","-","-2.09%"
"Feb 24, 2016","767.00","767.00","767.00","767.00","-","-1.54%"
"Feb 23, 2016","779.00","779.00","779.00","779.00","-","-1.14%"
"Feb 22, 2016","788.00","788.00","788.00","788.00","-","-1.38%"
"Feb 19, 2016","799.00","799.00","799.00","799.00","-","-0.87%"
"Feb 18, 2016","806.00","806.00","806.00","806.00","-","-0.12%"
"Feb 17, 2016","807.00","807.00","807.00","807.00","-","-0.25%"
"Feb 16, 2016","809.00","809.00","809.00","809.00","-","-0.86%"
"Feb 15, 2016","816.00","816.00","816.00","816.00","-","-0.37%"
"Feb 12, 2016","819.00","819.00","819.00","819.00","-","0.74%"
"Feb 11, 2016","813.00","813.00","813.00","813.00","-","2.52%"
"Feb 10, 2016","793.00","793.00","793.00","793.00","-","0.76%"
"Feb 09, 2016","787.00","787.00","787.00","787.00","-","-0.51%"
"Feb 08, 2016","791.00","791.00","791.00","791.00","-","-0.50%"
"Feb 05, 2016","795.00","795.00","795.00","795.00","-","-0.63%"
"Feb 04, 2016","800.00","800.00","800.00","800.00","-","-0.25%"
"Feb 03, 2016","802.00","802.00","802.00","802.00","-","-0.74%"
"Feb 02, 2016","808.00","808.00","808.00","808.00","-","-0.86%"
