"Date","Price","Open","High","Low","Vol.","Change %"
"May 07, 2014","655.00","655.00","655.00","655.00","-","1.08%"
"May 06, 2014","648.00","648.00","648.00","648.00","-","0.15%"
"May 02, 2014","647.00","647.00","647.00","647.00","-","0.47%"
"May 01, 2014","644.00","644.00","644.00","644.00","-","-0.62%"
"Apr 30, 2014","648.00","648.00","648.00","648.00","-","-0.46%"
"Apr 29, 2014","651.00","651.00","651.00","651.00","-","-0.61%"
"Apr 28, 2014","655.00","655.00","655.00","655.00","-","-0.30%"
"Apr 25, 2014","657.00","657.00","657.00","657.00","-","-0.15%"
"Apr 24, 2014","658.00","658.00","658.00","658.00","-","-1.20%"
"Apr 23, 2014","666.00","666.00","666.00","666.00","-","-1.04%"
"Apr 22, 2014","673.00","673.00","673.00","673.00","-","-0.59%"
"Apr 17, 2014","677.00","677.00","677.00","677.00","-","-1.31%"
"Apr 16, 2014","686.00","686.00","686.00","686.00","-","-1.01%"
"Apr 15, 2014","693.00","693.00","693.00","693.00","-","0.43%"
"Apr 14, 2014","690.00","690.00","690.00","690.00","-","-0.43%"
"Apr 11, 2014","693.00","693.00","693.00","693.00","-","0.14%"
"Apr 10, 2014","692.00","692.00","692.00","692.00","-","-0.14%"
"Apr 09, 2014","693.00","693.00","693.00","693.00","-","0.29%"
"Apr 08, 2014","691.00","691.00","691.00","691.00","-","-0.72%"
"Apr 07, 2014","696.00","696.00","696.00","696.00","-","0.00%"
"Apr 04, 2014","696.00","696.00","696.00","696.00","-","1.16%"
"Apr 03, 2014","688.00","688.00","688.00","688.00","-","-0.43%"
"Apr 02, 2014","691.00","691.00","691.00","691.00","-","-0.43%"
"Apr 01, 2014","694.00","694.00","694.00","694.00","-","-0.86%"
"Mar 31, 2014","700.00","700.00","700.00","700.00","-","-0.71%"
"Mar 28, 2014","705.00","705.00","705.00","705.00","-","-0.56%"
"Mar 27, 2014","709.00","709.00","709.00","709.00","-","-0.28%"
"Mar 26, 2014","711.00","711.00","711.00","711.00","-","0.00%"
"Mar 25, 2014","711.00","711.00","711.00","711.00","-","-0.14%"
"Mar 24, 2014","712.00","712.00","712.00","712.00","-","0.00%"
"Mar 21, 2014","712.00","712.00","712.00","712.00","-","0.14%"
"Mar 20, 2014","711.00","711.00","711.00","711.00","-","1.72%"
"Mar 19, 2014","699.00","699.00","699.00","699.00","-","0.58%"
"Mar 18, 2014","695.00","695.00","695.00","695.00","-","1.91%"
"Mar 17, 2014","682.00","682.00","682.00","682.00","-","0.44%"
"Mar 14, 2014","679.00","679.00","679.00","679.00","-","0.44%"
"Mar 13, 2014","676.00","676.00","676.00","676.00","-","-0.29%"
"Mar 12, 2014","678.00","678.00","678.00","678.00","-","-0.44%"
"Mar 11, 2014","681.00","681.00","681.00","681.00","-","-1.59%"
"Mar 10, 2014","692.00","692.00","692.00","692.00","-","0.44%"
"Mar 07, 2014","689.00","689.00","689.00","689.00","-","-0.86%"
"Mar 06, 2014","695.00","695.00","695.00","695.00","-","-1.00%"
"Mar 05, 2014","702.00","702.00","702.00","702.00","-","-1.27%"
"Mar 04, 2014","711.00","711.00","711.00","711.00","-","-0.84%"
"Mar 03, 2014","717.00","717.00","717.00","717.00","-","-1.24%"
"Feb 28, 2014","726.00","726.00","726.00","726.00","-","-1.49%"
"Feb 27, 2014","737.00","737.00","737.00","737.00","-","-0.54%"
"Feb 26, 2014","741.00","741.00","741.00","741.00","-","-1.20%"
"Feb 25, 2014","750.00","750.00","750.00","750.00","-","-0.40%"
"Feb 24, 2014","753.00","753.00","753.00","753.00","-","-1.05%"
"Feb 21, 2014","761.00","761.00","761.00","761.00","-","-1.17%"
"Feb 20, 2014","770.00","770.00","770.00","770.00","-","-0.26%"
"Feb 19, 2014","772.00","772.00","772.00","772.00","-","-1.40%"
"Feb 18, 2014","783.00","783.00","783.00","783.00","-","-2.37%"
"Feb 17, 2014","802.00","802.00","802.00","802.00","-","-1.11%"
"Feb 14, 2014","811.00","811.00","811.00","811.00","-","-0.86%"
"Feb 13, 2014","818.00","818.00","818.00","818.00","-","-1.33%"
"Feb 12, 2014","829.00","829.00","829.00","829.00","-","-2.01%"
"Feb 11, 2014","846.00","846.00","846.00","846.00","-","-0.70%"
"Feb 10, 2014","852.00","852.00","852.00","852.00","-","-0.12%"
"Feb 07, 2014","853.00","853.00","853.00","853.00","-","-1.50%"
"Feb 06, 2014","866.00","866.00","866.00","866.00","-","-2.70%"
"Feb 05, 2014","890.00","890.00","890.00","890.00","-","-3.89%"
"Feb 04, 2014","926.00","926.00","926.00","926.00","-","-3.34%"
"Feb 03, 2014","958.00","958.00","958.00","958.00","-","-4.68%"
"Jan 31, 2014","1,005.00","1,005.00","1,005.00","1,005.00","-","-3.09%"
"Jan 30, 2014","1,037.00","1,037.00","1,037.00","1,037.00","-","-2.63%"
"Jan 29, 2014","1,065.00","1,065.00","1,065.00","1,065.00","-","-3.09%"
"Jan 28, 2014","1,099.00","1,099.00","1,099.00","1,099.00","-","-2.92%"
"Jan 27, 2014","1,132.00","1,132.00","1,132.00","1,132.00","-","-4.55%"
"Jan 24, 2014","1,186.00","1,186.00","1,186.00","1,186.00","-","-4.59%"
"Jan 23, 2014","1,243.00","1,243.00","1,243.00","1,243.00","-","-6.05%"
"Jan 22, 2014","1,323.00","1,323.00","1,323.00","1,323.00","-","-1.27%"
"Jan 21, 2014","1,340.00","1,340.00","1,340.00","1,340.00","-","-0.30%"
"Jan 20, 2014","1,344.00","1,344.00","1,344.00","1,344.00","-","5.58%"
"Jan 17, 2014","1,273.00","1,273.00","1,273.00","1,273.00","-","4.17%"
"Jan 16, 2014","1,222.00","1,222.00","1,222.00","1,222.00","-","7.01%"
"Jan 15, 2014","1,142.00","1,142.00","1,142.00","1,142.00","-","4.77%"
"Jan 14, 2014","1,090.00","1,090.00","1,090.00","1,090.00","-","3.51%"
"Jan 13, 2014","1,053.00","1,053.00","1,053.00","1,053.00","-","0.19%"
"Jan 10, 2014","1,051.00","1,051.00","1,051.00","1,051.00","-","0.96%"
"Jan 09, 2014","1,041.00","1,041.00","1,041.00","1,041.00","-","1.46%"
"Jan 08, 2014","1,026.00","1,026.00","1,026.00","1,026.00","-","1.18%"
"Jan 07, 2014","1,014.00","1,014.00","1,014.00","1,014.00","-","0.80%"
"Jan 06, 2014","1,006.00","1,006.00","1,006.00","1,006.00","-","-1.95%"
"Jan 03, 2014","1,026.00","1,026.00","1,026.00","1,026.00","-","0.49%"
"Jan 02, 2014","1,021.00","1,021.00","1,021.00","1,021.00","-","2.41%"
"Dec 24, 2013","997.00","997.00","997.00","997.00","-","0.00%"
"Dec 23, 2013","997.00","997.00","997.00","997.00","-","6.97%"
"Dec 20, 2013","932.00","932.00","932.00","932.00","-","3.90%"
"Dec 19, 2013","897.00","897.00","897.00","897.00","-","3.10%"
"Dec 18, 2013","870.00","870.00","870.00","870.00","-","1.99%"
"Dec 17, 2013","853.00","853.00","853.00","853.00","-","2.90%"
"Dec 16, 2013","829.00","829.00","829.00","829.00","-","0.73%"
"Dec 13, 2013","823.00","823.00","823.00","823.00","-","2.36%"
"Dec 12, 2013","804.00","804.00","804.00","804.00","-","1.13%"
"Dec 11, 2013","795.00","795.00","795.00","795.00","-","1.92%"
"Dec 10, 2013","780.00","780.00","780.00","780.00","-","2.77%"
"Dec 09, 2013","759.00","759.00","759.00","759.00","-","2.57%"
"Dec 06, 2013","740.00","740.00","740.00","740.00","-","4.37%"
"Dec 05, 2013","709.00","709.00","709.00","709.00","-","1.43%"
"Dec 04, 2013","699.00","699.00","699.00","699.00","-","0.72%"
"Dec 03, 2013","694.00","694.00","694.00","694.00","-","2.06%"
"Dec 02, 2013","680.00","680.00","680.00","680.00","-","0.89%"
"Nov 29, 2013","674.00","674.00","674.00","674.00","-","0.15%"
"Nov 28, 2013","673.00","673.00","673.00","673.00","-","1.05%"
"Nov 27, 2013","666.00","666.00","666.00","666.00","-","1.99%"
"Nov 26, 2013","653.00","653.00","653.00","653.00","-","0.15%"
"Nov 25, 2013","652.00","652.00","652.00","652.00","-","0.00%"
"Nov 22, 2013","652.00","652.00","652.00","652.00","-","0.00%"
"Nov 21, 2013","652.00","652.00","652.00","652.00","-","-0.46%"
"Nov 20, 2013","655.00","655.00","655.00","655.00","-","0.77%"
"Nov 19, 2013","650.00","650.00","650.00","650.00","-","0.46%"
"Nov 18, 2013","647.00","647.00","647.00","647.00","-","0.78%"
"Nov 15, 2013","642.00","642.00","642.00","642.00","-","-0.77%"
"Nov 14, 2013","647.00","647.00","647.00","647.00","-","0.62%"
"Nov 13, 2013","643.00","643.00","643.00","643.00","-","0.63%"
"Nov 12, 2013","639.00","639.00","639.00","639.00","-","0.63%"
"Nov 11, 2013","635.00","635.00","635.00","635.00","-","0.00%"
"Nov 08, 2013","635.00","635.00","635.00","635.00","-","0.63%"
"Nov 07, 2013","631.00","631.00","631.00","631.00","-","1.28%"
"Nov 06, 2013","623.00","623.00","623.00","623.00","-","1.30%"
"Nov 05, 2013","615.00","615.00","615.00","615.00","-","1.15%"
"Nov 04, 2013","608.00","608.00","608.00","608.00","-","0.66%"
"Nov 01, 2013","604.00","604.00","604.00","604.00","-","1.51%"
"Oct 31, 2013","595.00","595.00","595.00","595.00","-","0.68%"
"Oct 30, 2013","591.00","591.00","591.00","591.00","-","-0.84%"
"Oct 29, 2013","596.00","596.00","596.00","596.00","-","-0.50%"
"Oct 28, 2013","599.00","599.00","599.00","599.00","-","-0.17%"
"Oct 25, 2013","600.00","600.00","600.00","600.00","-","0.67%"
"Oct 24, 2013","596.00","596.00","596.00","596.00","-","-2.93%"
"Oct 23, 2013","614.00","614.00","614.00","614.00","-","-0.49%"
"Oct 22, 2013","617.00","617.00","617.00","617.00","-","-0.64%"
"Oct 21, 2013","621.00","621.00","621.00","621.00","-","0.00%"
"Oct 18, 2013","621.00","621.00","621.00","621.00","-","0.65%"
"Oct 17, 2013","617.00","617.00","617.00","617.00","-","1.65%"
"Oct 16, 2013","607.00","607.00","607.00","607.00","-","3.06%"
"Oct 15, 2013","589.00","589.00","589.00","589.00","-","0.51%"
"Oct 14, 2013","586.00","586.00","586.00","586.00","-","-0.17%"
"Oct 11, 2013","587.00","587.00","587.00","587.00","-","-0.68%"
"Oct 10, 2013","591.00","591.00","591.00","591.00","-","-0.67%"
"Oct 09, 2013","595.00","595.00","595.00","595.00","-","-1.00%"
"Oct 08, 2013","601.00","601.00","601.00","601.00","-","0.33%"
"Oct 07, 2013","599.00","599.00","599.00","599.00","-","-0.33%"
"Oct 04, 2013","601.00","601.00","601.00","601.00","-","1.18%"
"Oct 03, 2013","594.00","594.00","594.00","594.00","-","1.19%"
"Oct 02, 2013","587.00","587.00","587.00","587.00","-","0.17%"
"Oct 01, 2013","586.00","586.00","586.00","586.00","-","0.34%"
"Sep 30, 2013","584.00","584.00","584.00","584.00","-","-0.34%"
"Sep 27, 2013","586.00","586.00","586.00","586.00","-","-0.17%"
"Sep 26, 2013","587.00","587.00","587.00","587.00","-","-0.17%"
"Sep 25, 2013","588.00","588.00","588.00","588.00","-","0.34%"
"Sep 24, 2013","586.00","586.00","586.00","586.00","-","0.17%"
"Sep 23, 2013","585.00","585.00","585.00","585.00","-","-0.68%"
"Sep 20, 2013","589.00","589.00","589.00","589.00","-","1.55%"
"Sep 19, 2013","580.00","580.00","580.00","580.00","-","0.00%"
"Sep 18, 2013","580.00","580.00","580.00","580.00","-","-0.34%"
"Sep 17, 2013","582.00","582.00","582.00","582.00","-","0.00%"
"Sep 16, 2013","582.00","582.00","582.00","582.00","-","-0.17%"
"Sep 13, 2013","583.00","583.00","583.00","583.00","-","-0.34%"
"Sep 12, 2013","585.00","585.00","585.00","585.00","-","0.34%"
"Sep 11, 2013","583.00","583.00","583.00","583.00","-","0.00%"
"Sep 10, 2013","583.00","583.00","583.00","583.00","-","-0.68%"
"Sep 09, 2013","587.00","587.00","587.00","587.00","-","-1.01%"
"Sep 06, 2013","593.00","593.00","593.00","593.00","-","-0.84%"
"Sep 05, 2013","598.00","598.00","598.00","598.00","-","-0.99%"
"Sep 04, 2013","604.00","604.00","604.00","604.00","-","-0.66%"
"Sep 03, 2013","608.00","608.00","608.00","608.00","-","-1.62%"
"Sep 02, 2013","618.00","618.00","618.00","618.00","-","-0.64%"
"Aug 30, 2013","622.00","622.00","622.00","622.00","-","-1.27%"
"Aug 29, 2013","630.00","630.00","630.00","630.00","-","-1.87%"
"Aug 28, 2013","642.00","642.00","642.00","642.00","-","-0.47%"
"Aug 27, 2013","645.00","645.00","645.00","645.00","-","-1.98%"
"Aug 23, 2013","658.00","658.00","658.00","658.00","-","-0.75%"
"Aug 22, 2013","663.00","663.00","663.00","663.00","-","0.00%"
"Aug 21, 2013","663.00","663.00","663.00","663.00","-","1.53%"
"Aug 20, 2013","653.00","653.00","653.00","653.00","-","0.93%"
"Aug 19, 2013","647.00","647.00","647.00","647.00","-","0.47%"
"Aug 16, 2013","644.00","644.00","644.00","644.00","-","-0.16%"
"Aug 15, 2013","645.00","645.00","645.00","645.00","-","0.47%"
"Aug 14, 2013","642.00","642.00","642.00","642.00","-","1.74%"
"Aug 13, 2013","631.00","631.00","631.00","631.00","-","0.00%"
"Aug 12, 2013","631.00","631.00","631.00","631.00","-","-0.16%"
"Aug 09, 2013","632.00","632.00","632.00","632.00","-","0.48%"
"Aug 08, 2013","629.00","629.00","629.00","629.00","-","1.29%"
"Aug 07, 2013","621.00","621.00","621.00","621.00","-","0.49%"
"Aug 06, 2013","618.00","618.00","618.00","618.00","-","0.00%"
"Aug 05, 2013","618.00","618.00","618.00","618.00","-","0.00%"
"Aug 02, 2013","618.00","618.00","618.00","618.00","-","0.00%"
"Aug 01, 2013","618.00","618.00","618.00","618.00","-","-0.96%"
"Jul 31, 2013","624.00","624.00","624.00","624.00","-","-2.19%"
"Jul 30, 2013","638.00","638.00","638.00","638.00","-","-1.85%"
"Jul 29, 2013","650.00","650.00","650.00","650.00","-","-0.46%"
"Jul 26, 2013","653.00","653.00","653.00","653.00","-","0.46%"
"Jul 25, 2013","650.00","650.00","650.00","650.00","-","0.62%"
"Jul 24, 2013","646.00","646.00","646.00","646.00","-","-0.46%"
"Jul 23, 2013","649.00","649.00","649.00","649.00","-","-0.15%"
"Jul 22, 2013","650.00","650.00","650.00","650.00","-","0.00%"
"Jul 19, 2013","650.00","650.00","650.00","650.00","-","3.17%"
"Jul 18, 2013","630.00","630.00","630.00","630.00","-","2.11%"
"Jul 17, 2013","617.00","617.00","617.00","617.00","-","1.31%"
"Jul 16, 2013","609.00","609.00","609.00","609.00","-","-0.33%"
"Jul 15, 2013","611.00","611.00","611.00","611.00","-","-0.16%"
"Jul 12, 2013","612.00","612.00","612.00","612.00","-","-0.16%"
"Jul 11, 2013","613.00","613.00","613.00","613.00","-","0.33%"
"Jul 10, 2013","611.00","611.00","611.00","611.00","-","0.33%"
"Jul 09, 2013","609.00","609.00","609.00","609.00","-","0.50%"
"Jul 08, 2013","606.00","606.00","606.00","606.00","-","0.50%"
"Jul 05, 2013","603.00","603.00","603.00","603.00","-","0.84%"
"Jul 04, 2013","598.00","598.00","598.00","598.00","-","1.53%"
"Jul 03, 2013","589.00","589.00","589.00","589.00","-","0.34%"
"Jul 02, 2013","587.00","587.00","587.00","587.00","-","1.21%"
"Jul 01, 2013","580.00","580.00","580.00","580.00","-","0.52%"
"Jun 28, 2013","577.00","577.00","577.00","577.00","-","0.00%"
"Jun 27, 2013","577.00","577.00","577.00","577.00","-","0.00%"
"Jun 26, 2013","577.00","577.00","577.00","577.00","-","-0.52%"
"Jun 25, 2013","580.00","580.00","580.00","580.00","-","-0.51%"
"Jun 24, 2013","583.00","583.00","583.00","583.00","-","-0.17%"
"Jun 21, 2013","584.00","584.00","584.00","584.00","-","0.69%"
"Jun 20, 2013","580.00","580.00","580.00","580.00","-","0.00%"
"Jun 19, 2013","580.00","580.00","580.00","580.00","-","-0.51%"
"Jun 18, 2013","583.00","583.00","583.00","583.00","-","-0.51%"
"Jun 17, 2013","586.00","586.00","586.00","586.00","-","-0.17%"
"Jun 14, 2013","587.00","587.00","587.00","587.00","-","-0.51%"
"Jun 13, 2013","590.00","590.00","590.00","590.00","-","-0.67%"
"Jun 12, 2013","594.00","594.00","594.00","594.00","-","-1.16%"
"Jun 11, 2013","601.00","601.00","601.00","601.00","-","-0.33%"
"Jun 10, 2013","603.00","603.00","603.00","603.00","-","0.17%"
"Jun 07, 2013","602.00","602.00","602.00","602.00","-","-0.50%"
"Jun 06, 2013","605.00","605.00","605.00","605.00","-","-0.49%"
"Jun 05, 2013","608.00","608.00","608.00","608.00","-","-0.16%"
"Jun 04, 2013","609.00","609.00","609.00","609.00","-","-0.16%"
"Jun 03, 2013","610.00","610.00","610.00","610.00","-","-0.33%"
"May 31, 2013","612.00","612.00","612.00","612.00","-","-0.33%"
"May 30, 2013","614.00","614.00","614.00","614.00","-","0.00%"
"May 29, 2013","614.00","614.00","614.00","614.00","-","0.82%"
"May 28, 2013","609.00","609.00","609.00","609.00","-","0.50%"
"May 24, 2013","606.00","606.00","606.00","606.00","-","0.33%"
"May 23, 2013","604.00","604.00","604.00","604.00","-","0.17%"
"May 22, 2013","603.00","603.00","603.00","603.00","-","-0.33%"
"May 21, 2013","605.00","605.00","605.00","605.00","-","-0.66%"
"May 20, 2013","609.00","609.00","609.00","609.00","-","-0.49%"
"May 17, 2013","612.00","612.00","612.00","612.00","-","0.16%"
"May 16, 2013","611.00","611.00","611.00","611.00","-","-0.49%"
"May 15, 2013","614.00","614.00","614.00","614.00","-","-0.16%"
"May 14, 2013","615.00","615.00","615.00","615.00","-","0.00%"
"May 13, 2013","615.00","615.00","615.00","615.00","-","-0.32%"
"May 10, 2013","617.00","617.00","617.00","617.00","-","-0.48%"
"May 09, 2013","620.00","620.00","620.00","620.00","-","0.65%"
"May 08, 2013","616.00","616.00","616.00","616.00","-","-0.65%"
"May 07, 2013","620.00","620.00","620.00","620.00","-","-0.32%"
"May 03, 2013","622.00","622.00","622.00","622.00","-","-0.16%"
"May 02, 2013","623.00","623.00","623.00","623.00","-","0.00%"
"May 01, 2013","623.00","623.00","623.00","623.00","-","0.65%"
"Apr 30, 2013","619.00","619.00","619.00","619.00","-","-0.32%"
"Apr 29, 2013","621.00","621.00","621.00","621.00","-","-0.32%"
"Apr 26, 2013","623.00","623.00","623.00","623.00","-","0.16%"
"Apr 25, 2013","622.00","622.00","622.00","622.00","-","-0.64%"
"Apr 24, 2013","626.00","626.00","626.00","626.00","-","-1.88%"
"Apr 23, 2013","638.00","638.00","638.00","638.00","-","0.00%"
"Apr 22, 2013","638.00","638.00","638.00","638.00","-","0.63%"
"Apr 19, 2013","634.00","634.00","634.00","634.00","-","0.32%"
"Apr 18, 2013","632.00","632.00","632.00","632.00","-","0.32%"
"Apr 17, 2013","630.00","630.00","630.00","630.00","-","-1.25%"
"Apr 16, 2013","638.00","638.00","638.00","638.00","-","-3.77%"
"Apr 15, 2013","663.00","663.00","663.00","663.00","-","-1.63%"
"Apr 12, 2013","674.00","674.00","674.00","674.00","-","-1.17%"
"Apr 11, 2013","682.00","682.00","682.00","682.00","-","-2.85%"
"Apr 10, 2013","702.00","702.00","702.00","702.00","-","-0.99%"
"Apr 09, 2013","709.00","709.00","709.00","709.00","-","-0.42%"
"Apr 08, 2013","712.00","712.00","712.00","712.00","-","0.71%"
"Apr 05, 2013","707.00","707.00","707.00","707.00","-","4.43%"
"Apr 04, 2013","677.00","677.00","677.00","677.00","-","2.73%"
"Apr 03, 2013","659.00","659.00","659.00","659.00","-","0.15%"
"Apr 02, 2013","658.00","658.00","658.00","658.00","-","-0.45%"
"Mar 28, 2013","661.00","661.00","661.00","661.00","-","-0.30%"
"Mar 27, 2013","663.00","663.00","663.00","663.00","-","-0.90%"
"Mar 26, 2013","669.00","669.00","669.00","669.00","-","-0.89%"
"Mar 25, 2013","675.00","675.00","675.00","675.00","-","-0.30%"
"Mar 22, 2013","677.00","677.00","677.00","677.00","-","0.89%"
"Mar 21, 2013","671.00","671.00","671.00","671.00","-","1.05%"
"Mar 20, 2013","664.00","664.00","664.00","664.00","-","0.76%"
"Mar 19, 2013","659.00","659.00","659.00","659.00","-","-0.45%"
"Mar 18, 2013","662.00","662.00","662.00","662.00","-","-0.15%"
"Mar 15, 2013","663.00","663.00","663.00","663.00","-","-0.90%"
"Mar 14, 2013","669.00","669.00","669.00","669.00","-","1.21%"
"Mar 13, 2013","661.00","661.00","661.00","661.00","-","0.00%"
"Mar 12, 2013","661.00","661.00","661.00","661.00","-","-0.75%"
"Mar 11, 2013","666.00","666.00","666.00","666.00","-","-1.19%"
"Mar 08, 2013","674.00","674.00","674.00","674.00","-","-1.03%"
"Mar 07, 2013","681.00","681.00","681.00","681.00","-","-0.73%"
"Mar 06, 2013","686.00","686.00","686.00","686.00","-","-0.58%"
"Mar 05, 2013","690.00","690.00","690.00","690.00","-","-0.86%"
"Mar 04, 2013","696.00","696.00","696.00","696.00","-","-0.57%"
"Mar 01, 2013","700.00","700.00","700.00","700.00","-","0.43%"
"Feb 28, 2013","697.00","697.00","697.00","697.00","-","0.72%"
"Feb 27, 2013","692.00","692.00","692.00","692.00","-","0.87%"
"Feb 26, 2013","686.00","686.00","686.00","686.00","-","0.44%"
"Feb 25, 2013","683.00","683.00","683.00","683.00","-","0.89%"
"Feb 22, 2013","677.00","677.00","677.00","677.00","-","0.59%"
"Feb 21, 2013","673.00","673.00","673.00","673.00","-","0.60%"
"Feb 20, 2013","669.00","669.00","669.00","669.00","-","1.67%"
"Feb 19, 2013","658.00","658.00","658.00","658.00","-","-0.15%"
"Feb 18, 2013","659.00","659.00","659.00","659.00","-","-0.30%"
"Feb 15, 2013","661.00","661.00","661.00","661.00","-","0.61%"
"Feb 14, 2013","657.00","657.00","657.00","657.00","-","0.31%"
"Feb 13, 2013","655.00","655.00","655.00","655.00","-","1.24%"
"Feb 12, 2013","647.00","647.00","647.00","647.00","-","0.62%"
"Feb 11, 2013","643.00","643.00","643.00","643.00","-","0.47%"
"Feb 08, 2013","640.00","640.00","640.00","640.00","-","0.31%"
"Feb 07, 2013","638.00","638.00","638.00","638.00","-","0.31%"
"Feb 06, 2013","636.00","636.00","636.00","636.00","-","0.63%"
"Feb 05, 2013","632.00","632.00","632.00","632.00","-","-0.32%"
"Feb 04, 2013","634.00","634.00","634.00","634.00","-","-0.16%"
"Feb 01, 2013","635.00","635.00","635.00","635.00","-","-0.16%"
"Jan 31, 2013","636.00","636.00","636.00","636.00","-","0.00%"
"Jan 30, 2013","636.00","636.00","636.00","636.00","-","0.63%"
"Jan 29, 2013","632.00","632.00","632.00","632.00","-","-0.78%"
"Jan 28, 2013","637.00","637.00","637.00","637.00","-","-1.39%"
"Jan 25, 2013","646.00","646.00","646.00","646.00","-","-0.15%"
"Jan 24, 2013","647.00","647.00","647.00","647.00","-","1.73%"
"Jan 23, 2013","636.00","636.00","636.00","636.00","-","0.63%"
"Jan 22, 2013","632.00","632.00","632.00","632.00","-","-0.16%"
"Jan 21, 2013","633.00","633.00","633.00","633.00","-","0.48%"
"Jan 18, 2013","630.00","630.00","630.00","630.00","-","0.00%"
"Jan 17, 2013","630.00","630.00","630.00","630.00","-","-0.16%"
"Jan 16, 2013","631.00","631.00","631.00","631.00","-","-0.32%"
"Jan 15, 2013","633.00","633.00","633.00","633.00","-","-0.63%"
"Jan 14, 2013","637.00","637.00","637.00","637.00","-","-0.62%"
"Jan 11, 2013","641.00","641.00","641.00","641.00","-","-0.77%"
"Jan 10, 2013","646.00","646.00","646.00","646.00","-","-1.22%"
"Jan 09, 2013","654.00","654.00","654.00","654.00","-","-1.36%"
"Jan 08, 2013","663.00","663.00","663.00","663.00","-","-1.19%"
"Jan 07, 2013","671.00","671.00","671.00","671.00","-","-1.18%"
"Jan 04, 2013","679.00","679.00","679.00","679.00","-","-1.45%"
"Jan 03, 2013","689.00","689.00","689.00","689.00","-","-1.01%"
"Jan 02, 2013","696.00","696.00","696.00","696.00","-","-8.90%"
"Dec 24, 2012","764.00","764.00","764.00","764.00","-","-1.29%"
"Dec 21, 2012","774.00","774.00","774.00","774.00","-","-0.51%"
"Dec 20, 2012","778.00","778.00","778.00","778.00","-","-0.13%"
"Dec 19, 2012","779.00","779.00","779.00","779.00","-","0.65%"
"Dec 18, 2012","774.00","774.00","774.00","774.00","-","2.65%"
"Dec 17, 2012","754.00","754.00","754.00","754.00","-","1.07%"
"Dec 14, 2012","746.00","746.00","746.00","746.00","-","0.67%"
"Dec 13, 2012","741.00","741.00","741.00","741.00","-","1.51%"
"Dec 12, 2012","730.00","730.00","730.00","730.00","-","0.83%"
"Dec 11, 2012","724.00","724.00","724.00","724.00","-","1.83%"
"Dec 10, 2012","711.00","711.00","711.00","711.00","-","0.57%"
"Dec 07, 2012","707.00","707.00","707.00","707.00","-","0.14%"
"Dec 06, 2012","706.00","706.00","706.00","706.00","-","0.57%"
"Dec 05, 2012","702.00","702.00","702.00","702.00","-","0.14%"
"Dec 04, 2012","701.00","701.00","701.00","701.00","-","-0.28%"
"Dec 03, 2012","703.00","703.00","703.00","703.00","-","-0.28%"
"Nov 30, 2012","705.00","705.00","705.00","705.00","-","0.00%"
"Nov 29, 2012","705.00","705.00","705.00","705.00","-","-0.42%"
"Nov 28, 2012","708.00","708.00","708.00","708.00","-","-1.53%"
"Nov 27, 2012","719.00","719.00","719.00","719.00","-","-0.28%"
"Nov 26, 2012","721.00","721.00","721.00","721.00","-","-0.28%"
"Nov 23, 2012","723.00","723.00","723.00","723.00","-","0.00%"
"Nov 22, 2012","723.00","723.00","723.00","723.00","-","-0.28%"
"Nov 21, 2012","725.00","725.00","725.00","725.00","-","0.28%"
"Nov 20, 2012","723.00","723.00","723.00","723.00","-","0.00%"
"Nov 19, 2012","723.00","723.00","723.00","723.00","-","1.12%"
"Nov 16, 2012","715.00","715.00","715.00","715.00","-","0.00%"
"Nov 15, 2012","715.00","715.00","715.00","715.00","-","0.28%"
"Nov 14, 2012","713.00","713.00","713.00","713.00","-","1.86%"
"Nov 13, 2012","700.00","700.00","700.00","700.00","-","1.89%"
"Nov 12, 2012","687.00","687.00","687.00","687.00","-","1.03%"
"Nov 09, 2012","680.00","680.00","680.00","680.00","-","1.95%"
"Nov 08, 2012","667.00","667.00","667.00","667.00","-","0.76%"
"Nov 07, 2012","662.00","662.00","662.00","662.00","-","1.07%"
"Nov 06, 2012","655.00","655.00","655.00","655.00","-","-0.61%"
"Nov 05, 2012","659.00","659.00","659.00","659.00","-","-1.20%"
"Nov 02, 2012","667.00","667.00","667.00","667.00","-","-0.74%"
"Nov 01, 2012","672.00","672.00","672.00","672.00","-","-0.30%"
"Oct 31, 2012","674.00","674.00","674.00","674.00","-","0.30%"
"Oct 30, 2012","672.00","672.00","672.00","672.00","-","-0.44%"
"Oct 29, 2012","675.00","675.00","675.00","675.00","-","-0.44%"
"Oct 26, 2012","678.00","678.00","678.00","678.00","-","-0.44%"
"Oct 25, 2012","681.00","681.00","681.00","681.00","-","-0.29%"
"Oct 24, 2012","683.00","683.00","683.00","683.00","-","0.29%"
"Oct 23, 2012","681.00","681.00","681.00","681.00","-","0.15%"
"Oct 22, 2012","680.00","680.00","680.00","680.00","-","0.59%"
"Oct 19, 2012","676.00","676.00","676.00","676.00","-","0.60%"
"Oct 18, 2012","672.00","672.00","672.00","672.00","-","0.30%"
"Oct 17, 2012","670.00","670.00","670.00","670.00","-","0.30%"
"Oct 16, 2012","668.00","668.00","668.00","668.00","-","0.00%"
"Oct 15, 2012","668.00","668.00","668.00","668.00","-","0.15%"
"Oct 12, 2012","667.00","667.00","667.00","667.00","-","0.30%"
"Oct 11, 2012","665.00","665.00","665.00","665.00","-","0.30%"
